	d1	d2	chat	sentences	date
139	-25.02054	15.062214	UOL Tilt	 Mais detalhes aqui: 	2020-12-08
140	-50.956554	13.1564	UOL Tilt	_Esta mensagem foi enviada originalmente no grupo de Tilt	2020-12-08
141	-55.084698	3.0459867	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2020-12-08
142	-25.556316	-2.0133622	UOL Tilt	E aí, povo! Hora de conferir os destaques do dia no mundo da tecnologia e da ciência:	2021-01-20
143	34.90245	5.4643254	UOL Tilt	💊 O governo lançou um app chamado TrateCov destinado a apoiar profissionais da saúde no combate à covid-19	2021-01-20
144	35.065052	4.584622	UOL Tilt	 Mas além de recomendar medicamentos sem eficácia comprovada, a plataforma tem uma política de privacidade confusa e sem respaldo na LGPD	2021-01-20
145	25.792046	22.050838	UOL Tilt	🇨🇳 A gigante chinesa Huawei quer uma chance de colocar sua tecnologia no 5G brasileiro, mas enfrenta resistência do governo Bolsonaro	2021-01-20
146	-11.917716	-10.589121	UOL Tilt	 Mas mesmo se for barrada, a empresa pode faturar muito	2021-01-20
147	-15.743504	1.8686835	UOL Tilt	 com patentes! Conheçam os detalhes dessa história: 	2021-01-20
148	8.810254	17.935827	UOL Tilt	🔓 Hoje foi o último dia de Donald Trump como presidente dos EUA	2021-01-20
149	7.022858	7.469226	UOL Tilt	 E de saída da Casa Branca, ele concedeu perdão a um ex-engenheiro do Google condenado a 18 meses de prisão por roubar segredos dos carros autônomos da empresa	2021-01-20
150	-15.446418	2.003537	UOL Tilt	 Mas a história dele é mais complicada do que parece	2021-01-20
151	-50.862236	12.468699	UOL Tilt	_Esta mensagem foi enviada originalmente no grupo de Tilt	2021-01-20
152	-55.09873	3.1701794	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2021-01-20
153	-22.01842	1.2993668	UOL Tilt	E aí, gente! Semana começando com tudo com evento de iPhone 12: 	2020-10-13
154	-21.317652	1.5275888	UOL Tilt	📱Os novos iPhones 12 foram lançados pela Apple hoje	2020-10-13
155	-17.24521	2.7966516	UOL Tilt	 Os aparelhos chegam com 5G, recorde de tela da linha e uma versão mini	2020-10-13
156	-18.457708	-1.9261882	UOL Tilt	 No total, são quatro modelos: 	2020-10-13
157	-18.727177	0.67487687	UOL Tilt	😧Se você esperava que os celulares antigos da Apple barateassem hoje, dançou	2020-10-13
158	1.9719559	-10.969299	UOL Tilt	 A Apple surpreendentemente aumentou os preços de modelos velhos no Brasil, provavelmente por causa do dólar: 	2020-10-13
159	-18.878534	1.9010751	UOL Tilt	🤑Mais uma da maçã: a empresa anunciou que os novos celulares não virão com carregador e nem com fones de ouvido	2020-10-13
160	-2.0598068	-11.076993	UOL Tilt	" A novidade ""ambiental"" da empresa pode pesar no bolso do usuários: "	2020-10-13
161	-50.95694	13.156177	UOL Tilt	 _Esta mensagem foi enviada originalmente no grupo de Tilt	2020-10-13
162	-55.44366	3.8049088	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2020-10-13
163	-11.564826	10.176615	UOL Tilt	 Os cartuns de Raphael Salimena (	2020-11-04
164	-10.6763735	5.835411	UOL Tilt	com/linhadotrem/) analisam a cultura digital em nossas vidas	2020-11-04
165	-25.35215	-1.6301668	UOL Tilt	Fala, pessoal! Vamos aos destaques do dia no mundo da ciência e tecnologia:	2020-11-24
166	-14.797584	-0.8305962	UOL Tilt	"👽 No espaço ninguém pode te ouvir gritar? Mais de 40 anos depois, a ciência rebateu o slogan do filme ""Alien"""	2020-11-24
167	-15.509475	-1.0214038	UOL Tilt	 Um microfone instalado na sonda Perseverance, da Nasa, provou que existe som no espaço	2020-11-24
168	-15.325734	-2.7936172	UOL Tilt	 Mas não é bem como vocês estão pensando: 	2020-11-24
169	-2.0147786	5.1968327	UOL Tilt	✊🏼 Lola Aronovich é escritora, ativista, feminista e vítima de perseguição misógina na internet	2020-11-24
170	-3.1823246	9.195574	UOL Tilt	 Numa conversa exclusiva com *Tilt*, ela conta detalhes do processo que ganhou contra um de seus agressores, o primeiro troll de internet condenado à prisão no Brasil: 	2020-11-24
171	-17.174181	2.8233607	UOL Tilt	⭐ Múltiplas câmeras, 5G e preço alto	2020-11-24
172	-24.307314	-5.102477	UOL Tilt	 Essa é, em resumo, a ficha técnica de um celular premium padrão em 2020	2020-11-24
173	-20.066547	0.5684967	UOL Tilt	 Se é isso o que vocês estão procurando, confiram aqui uma seleção com os melhores smartphones topo de linha do ano: 	2020-11-24
174	-51.09434	12.80237	UOL Tilt	_Esta mensagem foi enviada originalmente no grupo de Tilt	2020-11-24
175	-55.619957	3.3181396	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2020-11-24
176	-25.177628	-3.137693	UOL Tilt	Fala aí, galera! Hora de conferir os destaques do *último dia de 2020* na ciência e na tecnologia:	2020-12-31
177	-21.915976	-0.37397984	UOL Tilt	🎆 Hoje o mundo inteiro comemora o fim de mais um ano, o que significa que a Terra completou mais uma volta em torno do Sol, certo? Mais ou menos	2020-12-31
178	-25.590544	-5.633915	UOL Tilt	 Nosso colunista Thiago Gonçalves explica o que o fim de 2020 representa do ponto de vista da ciência: 	2020-12-31
179	0.1769628	5.137598	UOL Tilt	👩🏽‍🚀 Plantação de rabanetes, exame de sangue e um furacão	2020-12-31
180	-23.58026	-5.6318164	UOL Tilt	 Não parece, mas estamos descrevendo algumas das melhores fotos tiradas a bordo da Estação Espacial Internacional em 2020, de acordo com a Nasa	2020-12-31
181	-23.575432	12.960518	UOL Tilt	 Vejam as imagens aqui: 	2020-12-31
182	-4.7070403	12.763674	UOL Tilt	🥵 No verão brasileiro, tem horas que apenas um ar-condicionado, ou condicionador de ar, dá conta de suportar um dia muito quente	2020-12-31
183	-17.238153	-4.1120787	UOL Tilt	" Mas vocês sabem qual é o segredo da tecnologia por trás desse ""milagre da termodinâmica""? Descubram aqui: "	2020-12-31
184	-50.942863	13.162932	UOL Tilt	_Esta mensagem foi enviada originalmente no grupo de Tilt	2020-12-31
185	-55.250973	3.6636643	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2020-12-31
186	-25.086855	-1.5822446	UOL Tilt	Fala, pessoal! Vamos aos destaques de hoje em ciência e tecnologia:	2020-12-10
187	-19.251534	2.4235418	UOL Tilt	📱 A Motorola anunciou hoje três novos smartphones, incluindo dois novos modelos da família Moto G, a mais popular da marca	2020-12-10
188	-19.507828	6.7435226	UOL Tilt	 São eles o Moto G9 Power e o Moto G 5G, além do Moto E7	2020-12-10
189	-19.157856	-0.238647	UOL Tilt	 Venham conhecer os novos aparelhos: 	2020-12-10
190	-13.188306	0.6732476	UOL Tilt	🚀 Um protótipo do futuro foguete gigante da SpaceX, o Starship, caiu e explodiu durante um lançamento de teste nos Estados Unidos	2020-12-10
191	-13.185407	0.54739314	UOL Tilt	 A empresa planeja usar a espaçonave em futuras missões a Marte e garante que, apesar da explosão, o teste foi bem-sucedido	2020-12-10
192	-17.305882	-2.4453325	UOL Tilt	 Vejam só o que rolou: 	2020-12-10
193	-11.437629	-0.69733155	UOL Tilt	👩🏽‍🚀 A Nasa revelou quem são os 18 astronautas que farão parte do projeto Artemis, que pretende instalar uma base na Lua a partir de 2024	2020-12-10
194	-10.780092	-1.3865951	UOL Tilt	 São nove homens e nove mulheres — e uma delas será a primeira a pisar no satélite: 	2020-12-10
195	-50.493908	12.919749	UOL Tilt	_Esta mensagem foi enviada originalmente no grupo de Tilt	2020-12-10
196	-55.61996	3.3153965	UOL Tilt	 Se você recebeu de algum contato e quer saber como fazer parte do grupo, basta clicar no link: 	2020-12-10
197	-24.388527	-1.6433794	UOL Tilt	Fala, povo! Olha só as últimas notícias de ciência e tecnologia: 	2020-10-15
198	-2.8663988	5.2785435	UOL Tilt	⚠️Cada vez mais hackers fazem a festa com nossos dados espalhados por aí	2020-10-15
199	-16.27559	-6.7275534	UOL Tilt	 Separamos 20 dicas para você começar a aplicar agora e diminuir a chance de ser alvo de um ataque hacker: 	2020-10-15
